ID,CPR,name,phone,age,CD4,sex
18674,1812518512,Kivin Kennedy,44957096,16,636,2
28081,2509036961,Kivin Reininghaus,56502975,23,423,2
21127,2510265448,Kiwin Augustiniussen,42549347,35,742,2
14713,0203310104,Kiwin Fritzdatter,56669525,84,575,2
25571,1109659102,Kiwin Rose,58414725,71,369,2
22512,2901755424,Kjartan Vollerup,50650986,66,455,2
21858,1011790293,Kjeld Augustenborg\Malle,23556662,66,408,2
25713,1806070377,Kjeld Goldsworthy,70827435,56,383,2
25793,0901984548,Kjeld Quistgård,13811535,45,557,2
24437,0502516931,Kjersti Søndergaard,47723775,41,399,1
15982,1702624069,Kjertan Mortensen,89498788,42,472,2
22285,2106521877,Kjestine Danielsdatter,91739484,36,695,1
25404,1703133192,Kjestine Gamst,76028199,57,556,1
16524,0410769854,Klaes Krage,43679546,39,385,2
17196,1206432149,Klare Struer,44608044,58,500,1
30156,3104446630,Klas Frænde,85876065,20,610,2
21430,0209790089,Klaudi Hauberg,73006348,26,755,2
20418,2601523675,Klaudia Praem,16462573,53,593,1
16552,2605875995,Klaudine Hampton,44492614,33,604,1
30613,0502466661,Klaudine Moesby,77797225,48,413,1
12302,1101167878,Klaves Bolette,63915081,66,317,2
25667,2705366547,Klaves Johanson,20551216,46,290,2
23690,1810260559,Klaves Kyndbo,42632563,52,508,2
31344,0702175568,Klaves Sellesen,11469487,46,281,2
23043,2408649364,Klaves Svendsøn,28992934,50,429,2
26071,0808478098,Klavs Ravnsborg,65764887,36,398,2
24713,2305764576,Klavs Skou,33136217,39,343,2
24930,1909180001,Klemen Schultzen,85924658,60,685,2
19103,0504244140,Klemens Løbnitz,78204698,44,369,2
21679,1508554480,Klemens Tarp,27922923,56,444,2
13781,3011985834,Klement Buck,24365452,39,622,2
28921,2303036574,Klement Reininghaus,12248710,52,647,2
15326,1207396019,Klemmen Brinchmann,83343412,67,501,2
15941,0711669640,Klotilde Secher,76188469,50,367,1
18122,2603853690,Knud Augustenborg,15289092,50,400,2
31308,2209942790,Knud Laustdatter,87677926,39,452,2
23984,1306583643,Knuddine Fritzner,76844418,66,537,1
26660,0108523154,Knuddine Mortensdatter,75033399,56,346,1
16672,1804756248,Knudsine Schern,94998746,42,628,1
10033,2110020866,Knut Rømer,85157059,48,350,2
23170,1402253233,Knut Særkjær,28024078,48,416,2
20310,1112881208,Knut Tørres,58082757,55,474,2
23344,0908140662,Kolbjørn Duus,70532818,35,663,2
28469,0805932197,Kolbjørn Haugrud,38616453,59,221,2
10688,3001600948,Kolbjørn Hedegaard,31178112,44,369,2
25011,2402842488,Kolbjørn Quist,37365445,44,335,2
22123,2205625186,Kolbjørn Stay,79469798,53,740,2
28919,2102776237,Konja Fejfer,96023955,43,421,1
27462,1806913957,Konni Mathisen,61558912,57,369,1
10809,2003926358,Konrad Krog,91374303,43,619,2
26584,0302202244,Konrad Nør,79330714,44,700,2
16558,3103298462,Konradine Kinch,26441348,33,348,1
31100,3008169658,Konstance Meden,45098755,48,413,1
29865,0402543877,Korfits Bertramsen,90097324,43,665,2
31241,1907442641,Korfits Bostedt,40023191,50,425,2
11360,0101736694,Korfits Jansen,37597519,48,482,2
28539,3102084996,Korfitz Duff,45181463,44,576,2
23379,0111664840,Kort Høy,26136914,70,453,2
20214,0710556022,Kosmus Backe,99977914,22,404,2
30827,3101969386,Krei Fransdatter,80516362,48,588,2
27447,1209032062,Krei Lorentsdatter,98494556,46,383,2
22308,2603288337,Kren Duvall,74323960,47,449,2
15083,2107455692,Kren Nicolajsen,12430537,41,404,2
23739,2208102202,Kren Peders,28264954,28,316,2
27108,2311698402,Kren Sudensholm,95856149,36,479,2
10495,3107538282,Kresten Christoffersen,71135423,22,368,2
14142,1110999972,Kresten Holmgaard,37262383,77,339,2
11458,2302721426,Krester Brinchmann,59332959,62,595,2
28959,2108550573,Krester Lorentzen,69444755,55,599,2
11353,1702337159,Krester Nissen,43942332,34,322,2
25705,1807605817,Krestian Rans,47901543,49,616,2
18077,0510325518,Krestina Kahl,12558252,21,557,1
18406,1008297847,Krestoffer Agersig,88529443,9,636,2
20924,1710227057,Krilles Gamstrup,81035113,43,629,2
13603,0612823287,Krilles Lausen,80932266,41,428,2
23319,0412002093,Krilles Ploug,17248417,47,675,2
18464,0101911449,Kris Bonde,38248585,43,314,2
20905,0206428314,Kris Haue,51691422,81,518,2
16593,2805476553,Kris Joahnnsen,49975651,50,557,2
13988,0702459866,Kris Kyndbo,70963458,37,477,2
13706,0905699982,Kris drenge,51704343,63,576,2
25920,0610593014,Krista Andreassen,94237634,68,478,1
20837,0509866692,Kristen Carstensen,53416509,43,462,2
13831,1002721336,Kristence Thorsmark,90314301,44,390,1
30838,0904193040,Krister Hoxer-Kristensen,88417259,67,521,2
12744,3011394271,Kristian Fledelius,43755346,29,381,2
12828,2610360843,Kristiane Jacobsdotter,43326187,39,670,1
14019,1801725930,Kristina Mortensen,27421873,33,613,1
17333,2603005118,Kristjan Fritzdatter,29431127,43,722,2
18195,1009886443,Kristof Fris,89765889,25,413,2
27248,1007536704,Kristof Lucas,24838456,47,527,2
27985,0706717416,Kristof Seiding,47004527,54,487,2
22117,0206910908,Kristof Willadsen,74470811,52,320,2
15472,0403422934,Kristofer Bording,99235987,76,481,2
27131,2510654878,Kristoffer Arensby,37123903,22,515,2
29496,1004424784,Kristoffer MacDonnald,13751365,55,336,2
22076,2912329231,Kræn Jonsen,67649959,38,754,2
12558,0904719434,Kræsten Adamsen,52807204,74,468,2
31542,3101453278,Kræsten Weise,35244886,53,428,2
10433,1410912215,Krøj Kølbæk,12106776,14,578,2
11042,3004468832,Krøj Thuesen,98666956,53,700,2
10732,1506383674,Kuan Refsgaard,92237489,66,713,2
29060,2905042888,Kuan Schack,39465391,41,334,2
10541,1305734119,Kuan Stenersen,68272728,72,432,2
26155,2512020332,Kunz Bjørn,19694099,40,426,2
24674,0102023136,Kunz Ingvardsen,11914911,45,684,2
21114,3111671204,Kunz Stabel,77361313,46,613,2
28560,2008007451,Kunz Tandrup,39624711,30,622,2
29886,0904925674,Kurd Torp,47082617,44,408,2
30478,1310861233,Kurt Roed,89269281,51,580,2
27528,1809770290,Kurth Hartvigsdatter,32425038,18,312,2
15707,1410752027,Käthe Leerhøy,82561039,24,296,1
16378,0702296543,Käthe Ratter,11643399,40,594,1
30523,0605294406,Kåre Leusch,72008038,36,589,2
16925,2103409815,Kåre Schou,37862682,62,354,2
11487,2509875831,Kåre Sinding,15000754,48,391,2
28774,1803554235,Kæthe Markusdatter,95769373,39,375,1
21906,0910818710,Lage Bennedsen,94779350,18,516,2
23265,1810433927,Laide Olsdatter,44047368,42,789,1
20079,3002142825,Laila Hals,44839061,61,339,1
26836,2904136093,Laila Olesdatter,32244061,60,538,1
20101,2906303233,Lailah Rau,87588513,44,486,1
15102,1704581697,Laisa Pedersen,58383351,51,414,1
30791,1703830918,Lambert Partov,64396449,32,458,2
29349,1407464763,Lambert Ward,32311703,32,346,2
20653,2111783162,Lambert Wilchen,65757604,25,430,2
10831,1601634588,Lance Pederdatter,70751473,55,319,2
30583,2409478468,Landry Haarsløv,40231710,38,401,2
21751,0508329911,Landry Mathiassen,11968864,41,485,2
13371,2904944949,Lanni Michaelsen,70159538,70,304,2
28512,0505121765,Lara Bruunsgaard,13761876,43,691,1
22373,1204084545,Larissa Josephsdatter,49057514,48,683,1
13962,1611017895,Larna McIntosh,33802225,34,299,1
18473,2601336506,Lars Lyngbye,70595248,49,361,2
19795,2301739208,Lars Nutter,69289506,47,708,2
17267,2804263111,Larsigne Rozycki,31041155,40,552,1
20273,0408132058,Las Backe,94115322,43,380,2
13644,1602013905,Las Hovborg,26455731,34,389,2
31030,1805985915,Las Moen,52753823,70,554,2
27686,0304783898,Las Stougaard,17249503,47,394,2
11547,1406213317,Lasarus Busch,57489218,66,676,2
13897,0906525710,Lass Trane,55527227,26,564,2
23093,2207736287,Lau Hillemand,78632780,63,470,2
30403,1306732384,Lau Mikkelsen,37822729,28,394,2
14527,3008574845,Laue Enevoldsdatter,47030868,20,591,2
31567,1612814637,Lauge Kløv,32541473,56,429,2
26031,2808205734,Lauge Thomassen,44825632,50,629,2
18862,0610201927,Laurens Digmann,50438542,54,433,2
22418,2808327195,Laurentine Heebo,18208190,42,600,1
16910,1408115819,Laurentine Kaspersen,83806262,32,330,1
31459,2910914069,Laurentius Klemmensdatter,13704310,38,608,2
25596,3105829106,Laurentius Knudsdatter,25129702,41,675,2
31495,2402854348,Lauri Falterin,54586224,35,612,2
29800,2210805526,Lauri Kofoed,58361674,63,613,2
28556,1404003384,Laurids Duff,76426297,61,673,2
21283,1906621035,Laurids Eskildsen,84655020,59,772,2
22967,0808251284,Laurids St.,88892742,39,639,2
17058,1910851042,Laurina Feldt,26087438,57,654,1
28826,0808311258,Laurits Bie,21665416,55,676,2
31593,0110599446,Laurits Ehlert,80796632,44,595,2
29494,0212707900,Laurits Plougstrup,69762011,54,684,2
22971,0708216801,Laurits Watson,95522883,55,532,2
21673,2706525696,Lauritz Grønkjær,79335063,45,384,2
16002,2302638250,Lavard Edvardsen,24173334,46,384,2
27977,3004009906,Lave Chrestensen,35355381,46,285,2
14779,0302641235,Lavinia Cary,70664802,29,418,1
24774,1502447500,Lavra Sudensholm,61186835,41,420,1
24161,2211629852,Lavrids Bertelsdatter,68507594,58,368,2
30694,0310698016,Lavrina Corbett,75129631,23,658,1
24770,0503578100,Lavrina Steffansen,89445730,60,354,1
28445,0409530620,Lavrina Uldall,65483300,32,493,1
22943,1806497442,Lavritz Phillips,13611446,54,547,2
14355,0102351532,Lavritz Rye,45703914,23,437,2
22739,0712783820,Lavrs Hinding,74145498,40,464,2
12225,1309083654,Lavrs Visby,82800532,57,476,2
28030,1308673198,Lavst Bendictsen,93988736,43,445,2
18113,1812744608,Lean Ebbesen,29644162,56,618,2
13198,2411141146,Lean Skyggebjerg,26420627,34,435,2
30769,2711939796,Lean Torp,70416666,40,541,2
25543,2211278881,Leander Eriksdatter,67616178,29,383,2
16589,2103717352,Leander Iversen,18445750,38,367,2
21288,2610228866,Ledna Strom,83012379,22,354,1
11928,2210692202,Lee-Ann Bjerre,62530157,25,575,1
29378,0602128755,Legart Korndrup,19238659,60,379,2
12561,2711388172,Legart Lausdatter,82687457,26,379,2
25620,1510941390,Legart Lübker,31700293,67,403,2
12644,1304706276,Legart New,96640036,41,373,2
24896,2810387548,Leib Hampton,92470554,50,411,2
11633,2101282364,Leib Rosenstand,23961197,46,405,2
10279,1006897331,Leib Skou,61050466,49,554,2
28050,3105812662,Leib Zoega,23438049,42,415,2
17447,2601124962,Leif Bjerrisgard,50777120,55,338,2
26845,2310065871,Leif Ferslev,28880643,59,432,2
19981,0902984406,Leif Jeppesen,60166220,32,543,2
18264,1706861891,Leif Strom,96446674,43,431,2
14059,1501842071,Leiff Rønving,32647220,38,681,2
11150,2308207448,Leika Pelle,20719267,44,342,1
24145,1101481891,Leika Verner,76715785,50,325,1
26419,1312278893,Leila Valberg,55746973,55,347,1
20712,0711114455,Leisa Anthonsen,32268615,43,450,1
28402,0612335944,Leisbeth Holdgaard,74172916,29,636,1
17489,0212765140,Leisje Wistoft,46863489,50,791,1
10095,2008282565,Lejf Pierri,21066336,57,722,2
19731,3106329520,Lela Svanesdatter,90088190,46,416,1
21848,1608375972,Lemmy Evald,47426790,42,383,2
14984,0601639257,Lemmy Lauridsdatter,79339443,53,761,2
17293,2310123195,Lenia Storer,96516985,34,579,1
29405,2009043397,Lenina Blom,60578783,20,510,1
29524,3101452167,Lenja Bredesen,61094040,44,531,1
30656,1801337237,Lenja Dons-Jensen,49866973,29,629,1
16541,1610454588,Lenna Stephensen,43031178,25,345,1
12673,1011780279,Lennarth Vestberg,92933790,40,690,2
18389,2810329086,Lenni Markmand,35912466,49,704,2
27832,0512668854,Lenni Vejlgaard,44214387,53,396,2
12553,2612650376,Lennie Edin,55373970,34,389,1
22265,2610177406,Lennie Klemmesen,88983860,40,450,1
18946,2411903470,Lennon Tarp,29307518,49,347,2
12343,3104103365,Leo Nielsson,38936885,56,652,2
20499,0408879533,Leo Prebensen,32102026,36,581,2
17981,0711536778,Leo Thombs,86007887,28,307,2
19430,2408226984,Leon Fuglsang,99304521,40,438,2
30967,1112919815,Leon Hvolbye,11526516,29,289,2
19181,1502077345,Leon Que,26583489,57,355,2
18213,0601377632,Leon Vejlgaard,33194809,45,402,2
20606,1201866584,Leonard Bredstrup,52507997,4,582,2
18118,1703275948,Leone Rudbeck,22515422,51,348,1
13177,0206116695,Leone Stadager,86358994,29,482,1
23000,1802724560,Leonhard Grundtvig,64817457,41,415,2
19094,1706870044,Leonhard Køhler,47385695,36,432,2
19941,0810566713,Leonhard Mose,77150836,65,381,2
13530,1401999572,Leonhart Harkjær,84770727,60,690,2
26923,1608057620,Leonhart Simensen,40587155,48,334,2
12408,0910420899,Leonora Plougstrup,98948624,33,453,1
28026,0206487203,Leopold Wise,51757660,56,351,2
31337,0707373969,Leslie Bang,50375043,37,315,2
24534,0105396961,Lester Kristiansen,43847736,16,350,2
23756,0803146487,Lette Husted,85820261,58,375,1
30099,1408401742,Levy Ascou,27889893,37,319,2
14388,0810139473,Levy Hendriksen,87412110,50,475,2
12704,1611019758,Liam Greve,64156223,41,520,2
19247,1608235732,Liam Mathiasen,37283967,41,434,2
16360,0601937122,Liam Mouridsen,46174005,43,684,2
15589,0911028432,Liam Torring,89994588,13,607,2
21224,1704143485,Liane Hyllested,91920911,28,329,1
22427,1308618304,Liani Clemmensen,16460016,34,567,1
27712,0311234004,Liann Ahlenfeld,96626110,21,647,1
18494,0501321107,Liat Prince,79556649,31,452,1
22406,2106189043,Lica Sorensen,57389167,41,507,1
21791,1810637119,Licia Thomson,44054837,31,434,1
24331,1006354089,Licken Maupin,91463053,9,575,1
15508,0209090871,Lidda Drejer,89586439,41,342,1
31397,0806657297,Liddi Brandtlund,13989466,29,502,1
30314,1109104698,Liddi Petterson,80937934,56,411,1
22002,3004120831,Lie Bagger,31989433,43,605,1
23362,2805933487,Lienette Ploug,96133342,73,561,1
24490,1501333104,Liesel Krattet,13392901,45,560,1
21802,1605664813,Liisa Anthonsen,22454835,27,351,1
12652,2912333567,Lilan Larsdotter,72476461,59,601,1
31282,1810552031,Lilan Tang,98160640,43,591,1
30062,1802752209,Liliane Farup,50564539,54,504,1
15964,2606834819,Liliane Høj,70506860,25,454,1
23068,0204738524,Lilina Dittersdatter,56366663,47,325,1
21894,0203002939,Lilina Tolbøl,86323545,27,710,1
31652,0110563906,Lill Asferg,37891575,67,640,1
12578,0911477693,Lill Snedicker,71288968,51,613,1
10802,0502163727,Lillan Povlsdatter,27487236,30,317,1
25591,0206380448,Lillibeth Dirichsen,35332785,37,372,1
18369,2606295733,Lillie Skovsgaard,63367723,45,418,1
26282,2411948138,Lilly Dalström,54894408,39,479,1
11957,0610865435,Lin Hamburg,74047472,33,412,1
18652,0904521773,Lina Kolbek,80447627,28,356,1
27508,0601246279,Lindis Jepsen,79129893,32,361,1
19647,2209062195,Line Leake,11095030,56,619,1
14688,2006212494,Line Lundberg,61684403,54,474,1
17945,0908039938,Linus Hasselstrøm,41483797,42,697,2
23735,2502789128,Linus Krøyer,76255309,29,442,2
15519,0311416327,Linus Munk,86175334,81,596,2
30979,2603823137,Lionel Gamst,38419881,38,432,2
12010,0208389021,Lionel Hoppe,27756304,40,394,2
17932,1309233322,Lionel Peterson,46270380,32,280,2
14731,1004369983,Lisa Høppner,66116001,55,478,1
19139,2104980355,Lise Lewini,86507750,34,357,1
14625,1208185585,Lisel Hoffmann,44719890,13,385,1
20112,1412721735,Liselotte Frantzen,50978723,43,583,1
13145,1205996232,Lisi Falter,51770547,26,466,1
16049,1109987544,Lisi Thrane,62543719,25,783,1
30056,2306977581,Liss Gudmand,50609615,30,748,1
18445,0601012542,Liss Larsen,62810383,49,595,1
23640,0103681827,Lissa Geilager,22268792,23,380,1
15787,2302520948,Lisse Moesgaard,32706808,48,563,1
24516,1403619208,Lisse Thomson,80880248,33,732,1
13274,0205217595,Lisy Lauridsen,97286073,44,492,1
25177,1508175421,Lith Winther,71283530,29,653,1
29302,2806587588,Lithen Lykke,23791037,33,372,1
26724,0304010625,Litzie Carter,74346750,36,770,1
26111,0103673058,Litzien Fritzen,82996646,52,278,1
31116,0803192886,Litzien Klemmensdatter,44594782,41,386,1
12632,1910531205,Litzien Wistoft,58442789,51,381,1
11430,2604344179,Liv Wolff,36064241,70,359,1
10722,1312939388,Liva Evavold,74369906,40,450,1
20031,2909689120,Liza Motzfeldt,42295667,48,736,1
23241,0312843012,Lizbeth Lauritzdatter,40809620,37,337,1
20388,3003303959,Lizette Basse,54680877,32,439,1
27662,0408867559,Lizi Laursdatter,25326598,30,429,1
28601,0205778104,Lizie Vanting,91761663,40,613,1
10125,1108907691,Lizzi Starup,18570937,42,632,1
26893,2802661889,Lizzia Besser,86165732,12,466,1
12680,1211653105,Lizzie Stadager,48670274,26,542,1
10553,2411791152,Lizzy Thuesen,58208743,62,474,1
26492,3104721861,Lone Gissel,91356055,74,461,1
12215,2009402406,Loney Falk,18149370,13,625,1
29417,0606151220,Lorea Svaneby,35109122,44,377,1
20851,2309833429,Lorena Maj,42941404,71,318,1
27372,3001728172,Lorene Therkelsdatter,12514903,37,340,1
18677,1809260534,Lorens Herlihen,88385129,56,394,2
29853,2610119095,Lorents Akselbo,20237759,63,650,2
31429,1712865000,Lorents Rojkjær,40663507,32,319,2
28583,2403138539,Lorentz Gylling,88960726,50,550,2
13785,2408359174,Lorentzo Burgess,51129807,27,463,2
19452,2102172549,Lorentzo Hauritz,92317914,47,571,2
14418,0103138577,Lorenz Bedixen,14032945,74,296,2
30996,3004324322,Lorenz Rozycka,49381109,38,383,2
13520,2804633366,Lori Yirgo,33767766,64,534,1
29004,2908957921,Lorna Maj,18762151,32,681,1
15207,2803371751,Lorraine Hestehave,18052912,37,635,1
30195,1811387249,Lorry Smedal,40327497,26,419,2
11195,2909300837,Lotty Djørup,12584776,72,633,1
19416,2011349199,Lotus Augustiniussen,52206138,62,502,1
29239,0112588421,Louann Teilbæk,23601415,51,607,1
21986,3004623801,Loui Honore,34881620,42,398,2
19895,2110246194,Loui Lehmkuhl,21357599,36,327,2
31050,2203264714,Louie Bom,98078405,61,343,2
10146,1010844920,Louie Feldt,28345364,25,466,2
18018,1605988834,Louis Smith,23516399,40,396,2
22509,3003268495,Lova Bonde,91631685,23,516,1
24284,0211869869,Lova Jarlhof,12466701,47,384,1
11329,2409699315,Luana Sirach,14688427,43,375,1
23444,0812025294,Luann Henneberg,62874455,43,534,1
18684,2007377584,Luc Feld,82146171,16,408,2
12085,1109718325,Luc Ostesen,89796233,68,566,2
29984,2604940553,Lucas Talbot,99001940,57,428,2
10871,2405434611,Lucca Michelsdatter,20010019,61,649,1
16246,2404995950,Luciana von,76280122,30,614,1
20951,0905155528,Lucien Tryg,27893197,9,582,2
16994,2202951038,Ludovika Sommerlund,95045857,47,674,1
29653,1110814446,Ludvikka Lasdatter,92507948,93,277,1
19469,0402609123,Ludwik Frederiksmose,20706111,43,763,2
12095,0608324112,Ludwik Ibsen,53240905,38,626,2
20898,0510646971,Lui Agersig,50391974,25,424,2
13290,0901673873,Lui Ørsnes,81840451,22,413,2
27438,1207147320,Lui Øsnes,83667874,61,544,2
18850,1208195009,Luis Frost,24891525,34,361,2
13627,2312317910,Luis Noack-Lomholt,46791490,46,479,2
25870,0203754273,Luise Mouritsen,31240287,60,505,1
21271,1211401044,Lukas Dalgad,86474839,52,640,2
28166,2211254007,Luke Jonasdatter,93533490,28,364,2
26292,1803211007,Luna Færch,81742360,56,527,1
24272,3101521001,Luth Groth,46575933,51,445,1
13702,2709601155,Lycie Holzendorf,28918236,15,579,1
20488,1608040633,Lyder Monrad,32624767,86,596,2
20244,1210183168,Lydolf Madsdatter,82041656,42,595,2
29930,3106113058,Lydolf Moth,34835572,53,534,2
26170,0108579634,Lykka Porst,67248983,43,455,1
30426,2707306361,Lykke Svensson,97273864,32,547,1
17028,2812263870,Lyzet Que,36780041,49,437,1
14904,2504350648,Lænna Birgitte,63205144,40,678,1
18607,1308314660,Lænna Markusdatter,44433944,33,616,1
10669,1706092701,Lærke Blomme,60217746,34,417,1
12726,1408417894,Lærke Johansen,20959257,36,628,1
21834,2409546612,Mabel Fjelsted,45905613,29,581,1
20476,1302671118,Mac Geertsdatter,16451118,50,399,2
10542,3009720112,Mac Johnson,68102000,53,640,2
16050,1605098562,Mack Andreassen,25010852,22,514,2
16418,1403310929,Mack Motzfeldt,50845705,51,308,2
22899,3003900463,Mack Svendsøn,21881519,29,321,2
12022,0909171593,Mack Therkilsen,92730600,54,386,2
29780,3001533909,Madeleine Illum,50183502,53,344,1
15563,0402302798,Madelon Kristiansdatter,23547331,43,456,1
21063,1611009983,Magda Skytt,24723310,26,493,1
25271,3110184555,Magdalene Bjørholm,52865796,45,587,1
20797,2705364343,Magdelone Møbjerg,68993523,25,421,1
24818,2503308292,Magna Rauch,41376874,50,489,1
21962,0811329587,Magne Neess,38618097,40,657,2
29807,2903344271,Magnella Chrestensen,72478136,54,727,1
30434,2308101608,Magni Isacsdatter,32752440,79,538,2
29599,0805089512,Magni Tarp,40439745,28,514,2
24414,3101186686,Magnina Bundesen,82402895,52,567,1
13538,2007440456,Magnus Aschou,49487206,42,714,2
31474,3009058028,Magnus Ostersen,68788958,69,572,2
26544,2404889674,Magny Simerach,13704096,26,432,1
16288,1901083087,Mahmoud Berny,89012438,57,348,2
26727,1809851334,Mahmoud Nygaard,66533087,50,419,2
24999,1611756944,Maidis Myrup,98910031,48,746,1
23660,1612211573,Maien Bohsen,98128002,46,743,1
17754,0607806679,Maien Simmelkær,48196346,36,416,1
27820,2703167127,Maila Lauvring,14262345,60,624,1
13058,1911157603,Maina Lenskov,66517009,52,377,1
12470,0701246227,Maj Ehlert,49640924,31,354,1
24825,1108520871,Majbrit Rask,13616470,55,453,1
21852,2203677368,Majbritt Lauge,68273428,50,379,1
17705,2510248343,Majbritt Olufs,22509072,57,379,1
10614,1810482937,Majid Kjøbmand,70881064,29,321,2
26849,0101001239,Majka Corey,73333022,49,613,1
20389,2608388736,Majse Lauritzen,49445433,34,394,1
28892,1908013258,Malfrid Gisemann,55175667,61,565,1
13968,0608209793,Malie Lavrsen,65703966,36,447,1
18198,2812292578,Malinda Thygesdatter,82072758,59,536,1
18259,2006844085,Mallie Anderson,76344826,42,314,1
28751,1106365475,Malou Elmgreen,55809199,47,456,1
29692,2611569370,Malte Hejberg,77978763,44,453,2
24336,1712133527,Malte Huus,97416077,56,656,2
27353,3106609239,Malte Metcalfe,53190221,53,550,2
30953,1805277062,Manderup Holbeck,59945797,51,440,2
12911,2908589780,Mandrup Cornelius,50188277,39,668,2
15127,2907676922,Maneth Kjeldssen,60822662,50,732,1
28423,3102418205,Manfred Hoskamer,50736296,55,581,2
12951,2103031357,Manitha Offersdatter,81814359,51,568,1
13298,0312696127,Manly Glud,32832693,43,441,2
30393,0404408244,Manne Jaedicke,37532337,65,591,2
26833,2611743965,Manne Kjær,47369493,34,353,2
20039,1601197710,Manne Thygesdatter,35189706,53,358,2
22831,0508489970,Manneke Anthonsen,57618852,35,404,2
13798,2505651651,Manneke Knutzen,72248395,48,424,2
26752,0907959839,Manneke Tved,33437906,51,347,2
20064,1912358098,Mannfred Donath,40491920,59,320,2
30620,0301103615,Mannfred Grundseth,17495245,26,350,2
21541,1011786693,Mannfred Jonhsen,72177011,53,499,2
15116,2305750865,Mannfred Markmand,82676940,26,566,2
17706,0905897288,Manon Tunge,26042238,7,583,1
26929,1404710176,Manuel Lustrup,72653486,49,558,2
20874,2302508342,Manuel Overgaard,29705966,57,472,2
20698,1406891580,Mar Hamburg,10041171,33,464,2
21948,2911438212,Marc Burgess,83566879,46,413,2
11545,2206083097,Marc Cudrio,26032670,34,401,2
28761,2003620284,Marc Laustdatter,88289218,49,335,2
29258,1811935639,Marcell Bolding,97655639,35,674,2
14938,1405975477,Marcell Bruun,67382725,28,360,2
24358,1907769522,Marcell Kwiatkowska,34106410,47,574,2
25741,0308060135,Marcell Køhler,94603855,58,460,2
18820,2405834064,Marcelle Fredslund,75739464,20,643,1
30027,0506052133,Marcelline Lauberg,59230552,54,519,1
17226,3009347524,Marcello Bach-Petersen,65796612,26,493,2
19227,1902101590,Marchel Gamst,86267331,13,647,2
18610,1211649878,Marchel Hermandsen,76611689,50,347,2
27218,2005421022,Marchel Kudsk,78588934,48,675,2
19570,1710587883,Marchelle Stegmann,70446221,52,629,1
17046,1009218782,Marchen Langballe,13017375,30,587,1
14478,2210011550,Marcia Grundet,69031709,52,706,1
21605,1411251736,Marcia Rosendahl,17981933,51,375,1
14569,1802968985,Marck Erbs,12859625,42,379,2
25864,0505087441,Marck Fuglsang,49789479,44,441,2
31685,1902030923,Marck Ibæk,82326562,40,323,2
25610,0903990864,Marco Klausholm,56652251,62,603,2
26496,2908233865,Marcos Jönsdotter,49375402,38,394,2
24919,2009899171,Marcos Rønving,91072421,40,524,2
28419,0809291505,Maren Dall,58317456,38,273,1
31037,0208183173,Marente Sudensholm,42262197,45,373,1
21637,1606485687,Marese Edin,16751891,79,605,1
13654,2401995946,Marese Thorsmark,40611348,51,366,1
16650,1301247870,Margie Stenersen,29914092,47,632,1
16324,2207734486,Margit Bæk,12502151,62,466,1
30207,2603229342,Margit Kjærulff,63902925,24,407,1
11714,2708180223,Margit Moen,63784049,27,607,1
30368,0206359782,Margrethe Villberg,72449762,55,497,1
18974,2411844463,Marguerita Koezmarek,38800022,51,589,1
14087,1704857640,Margueritha Damschneider,79554600,35,424,1
29223,1305186326,Margueritha Gerken,26836615,44,364,1
23270,0707992997,Mariana Yates,42841601,33,409,1
30125,1104301930,Mariane Juul,11377014,44,510,1
26248,2701188828,Marianna Hauberg,14865046,34,584,1
22225,0302844116,Mariano Dideriksen,32560120,50,411,2
29069,2009020122,Mariano Kennedy,35519252,35,700,2
26334,2102451775,Mariano Klemmensen,24834781,40,429,2
15147,0905357506,Marie Gierlef,13692577,60,487,1
31613,1010203885,Marielle Motzfeldt,29660500,40,396,1
24173,1001700741,Marikka Heitmann,42751762,33,473,1
23103,2010215207,Marikke Mathiesen,34084507,20,626,1
22113,2406924004,Marilia Bager,64157131,54,581,1
19917,1709934855,Marin Melander,68329025,61,354,1
20558,1410460563,Marinella Clausdatter,83594891,23,765,1
29270,1209300287,Marinella Schjødt,36767407,38,622,1
29037,2404984902,Marinus Dahl,46284544,21,690,2
29364,1612615944,Mario Nilsen,57652453,33,614,2
29695,2810945927,Mario Røper,51896447,39,552,2
22593,2205765275,Mariolla Ibsdatter,61982273,60,417,1
16030,1601240036,Marion Marcusdatter,40187545,29,440,1
13905,1512201606,Marisa Herlihen,43103476,51,744,1
25857,0809882728,Marit Olufsen,80925722,33,683,1
23948,2802383383,Marita Torjusen,68799070,55,326,1
28698,2210241235,Maritta Ahlenfeld,66829081,36,312,1
20956,1101659288,Marjanna Adolfsen,28042754,36,353,1
10142,2708469796,Marjanna Poder,51520868,56,468,1
23702,1806938887,Marjorie Peterson,14111084,42,417,1
16403,0108856067,Mark Kimer,23502105,30,284,2
13784,0209002061,Mark Svankjær,18033387,18,501,2
17840,3009997883,Marken Bertelsen,78872712,53,583,1
19233,1612648112,Marketta Bohlbro,50387620,48,517,1
28781,2007848528,Markild Lauritsen,48683635,41,557,2
10784,0612742792,Marko Antoniasen,39006981,44,396,2
22032,2606172216,Marko Nellemann,60282302,56,758,2
10235,2509055244,Marko Zachariasdatter,51733324,44,618,2
10645,0701011458,Markus Marcussen,24233229,82,485,2
20522,1908141617,Markvar Snedsted,46953007,54,590,2
